id,date,recovered,confirmed_cases,deaths,country
1006,2022-10-23,0,96931008,1063380,US
1007,2022-10-24,0,96970800,1063613,US
1008,2022-10-25,0,96996456,1063993,US
1009,2022-10-26,0,97077271,1065118,US
1010,2022-10-27,0,97146134,1065706,US
1011,2022-10-28,0,97179235,1065942,US
1012,2022-10-29,0,97182927,1065964,US
1013,2022-10-30,0,97186606,1065966,US
1014,2022-10-31,0,97233018,1066150,US
1015,2022-11-01,0,97262328,1066491,US
1016,2022-11-02,0,97338475,1067366,US
1017,2022-11-03,0,97416551,1067922,US
1018,2022-11-04,0,97465910,1068411,US
1019,2022-11-05,0,97469639,1068432,US
1020,2022-11-06,0,97476278,1068437,US
1021,2022-11-07,0,97515570,1068574,US
1022,2022-11-08,0,97536711,1068787,US
1023,2022-11-09,0,97630397,1069707,US
1024,2022-11-10,0,97718317,1070288,US
1025,2022-11-11,0,97729641,1083006,US
1026,2022-11-12,0,97732216,1083008,US
1027,2022-11-13,0,97734170,1083009,US
1028,2022-11-14,0,97785091,1083181,US
1029,2022-11-15,0,97818155,1083484,US
1030,2022-11-16,0,97896481,1083989,US
1031,2022-11-17,0,97979502,1084415,US
1032,2022-11-18,0,98030190,1084931,US
1033,2022-11-19,0,98033687,1084942,US
1034,2022-11-20,0,98036926,1084942,US
1035,2022-11-21,0,98080590,1085106,US
1036,2022-11-22,0,98117917,1085553,US
1037,2022-11-23,0,98228602,1086524,US
1038,2022-11-24,0,98264632,1086674,US
1039,2022-11-25,0,98290350,1086893,US
1040,2022-11-26,0,98291540,1086894,US
1041,2022-11-27,0,98298369,1086908,US
1042,2022-11-28,0,98356317,1087098,US
1043,2022-11-29,0,98404190,1087415,US
1044,2022-11-30,0,98516131,1087873,US
1045,2022-12-01,0,98613271,1088564,US
1046,2022-12-02,0,98686737,1088978,US
1047,2022-12-03,0,98691598,1088997,US
1048,2022-12-04,0,98696204,1088997,US
1049,2022-12-05,0,98750243,1089181,US
1050,2022-12-06,0,98798681,1089662,US
1051,2022-12-07,0,98949011,1090599,US
1052,2022-12-08,0,99089404,1092099,US
1053,2022-12-09,0,99122963,1092393,US
1054,2022-12-10,0,99128018,1092410,US
1055,2022-12-11,0,99133303,1092410,US
1056,2022-12-12,0,99187602,1092595,US
1057,2022-12-13,0,99245874,1093064,US
1058,2022-12-14,0,99400962,1093869,US
1059,2022-12-15,0,99527716,1094509,US
1060,2022-12-16,0,99601910,1095062,US
1061,2022-12-17,0,99606838,1095074,US
1062,2022-12-18,0,99612758,1095074,US
1063,2022-12-19,0,99669991,1095297,US
1064,2022-12-20,0,99726822,1095749,US
1065,2022-12-21,0,99907293,1096760,US
1066,2022-12-22,0,100055824,1097361,US
1067,2022-12-23,0,100087194,1097537,US
1068,2022-12-24,0,100092117,1097539,US
1069,2022-12-25,0,100095566,1097539,US
1070,2022-12-26,0,100104798,1097550,US
1071,2022-12-27,0,100190406,1097812,US
1072,2022-12-28,0,100313378,1098651,US
1073,2022-12-29,0,100423471,1099302,US
1074,2022-12-30,0,100456662,1099824,US
1075,2022-12-31,0,100462184,1099837,US
1076,2023-01-01,0,100447989,1099837,US
1077,2023-01-02,0,100458882,1099837,US
1078,2023-01-03,0,100535564,1100152,US
1079,2023-01-04,0,100743731,1102278,US
1080,2023-01-05,0,100859561,1102956,US
1081,2023-01-06,0,100969155,1103517,US
1082,2023-01-07,0,100972762,1103530,US
1083,2023-01-08,0,100978862,1103533,US
1084,2023-01-09,0,101023334,1103732,US
1085,2023-01-10,0,101067331,1104459,US
1086,2023-01-11,0,101225546,1105982,US
1087,2023-01-12,0,101322776,1106738,US
1088,2023-01-13,0,101353503,1107013,US
1089,2023-01-14,0,101357407,1107039,US
1090,2023-01-15,0,101361142,1107040,US
1091,2023-01-16,0,101369550,1107051,US
1092,2023-01-17,0,101428192,1107788,US
1093,2023-01-18,0,101573353,1109270,US
1094,2023-01-19,0,101641282,1110084,US
1095,2023-01-20,0,101724115,1111004,US
1096,2023-01-21,0,101726588,1111011,US
1097,2023-01-22,0,101731541,1111020,US
1098,2023-01-23,0,101763953,1111290,US
1099,2023-01-24,0,101795726,1111991,US
1100,2023-01-25,0,101909009,1113234,US
1101,2023-01-26,0,101987861,1114038,US
1102,2023-01-27,0,102002032,1114217,US
1103,2023-01-28,0,102004232,1114224,US
1104,2023-01-29,0,102008656,1114228,US
1105,2023-01-30,0,102039105,1114413,US
1106,2023-01-31,0,102070172,1115001,US
1107,2023-02-01,0,102179838,1115974,US
1108,2023-02-02,0,102247441,1116666,US
1109,2023-02-03,0,102311816,1117828,US
1110,2023-02-04,0,102314712,1117837,US
1111,2023-02-05,0,102317430,1117837,US
1112,2023-02-06,0,102342210,1118038,US
1113,2023-02-07,0,102374102,1118715,US
1114,2023-02-08,0,102486294,1119717,US
1115,2023-02-09,0,102555293,1120505,US
1116,2023-02-10,0,102569435,1120667,US
1117,2023-02-11,0,102571337,1120678,US
1118,2023-02-12,0,102574464,1120691,US
1119,2023-02-13,0,102598932,1120904,US
1120,2023-02-14,0,102626458,1121294,US
1121,2023-02-15,0,102729372,1122197,US
1122,2023-02-16,0,102799884,1122844,US
1123,2023-02-17,0,102845975,1123572,US
1124,2023-02-18,0,102850046,1123580,US
1125,2023-02-19,0,102852853,1123588,US
1126,2023-02-20,0,102861300,1123643,US
1127,2023-02-21,0,102890417,1123951,US
1128,2023-02-22,0,103017916,1124805,US
1129,2023-02-23,0,103082394,1125325,US
1130,2023-02-24,0,103093565,1125407,US
1131,2023-02-25,0,103095092,1125420,US
1132,2023-02-26,0,103097410,1125421,US
1133,2023-02-27,0,103115557,1125449,US
1134,2023-02-28,0,103143908,1127272,US
1135,2023-03-01,0,103233169,1128090,US
1136,2023-03-02,0,103295280,1128722,US
1137,2023-03-03,0,103364789,1129424,US
1138,2023-03-04,0,103366460,1129434,US
1139,2023-03-05,0,103368027,1129434,US
1140,2023-03-06,0,103382801,1129530,US
1141,2023-03-07,0,103406609,1129852,US
1142,2023-03-08,0,103469981,1130471,US
1143,2023-03-09,0,103525528,1131912,US
